Source_IP,Destination_IP,Port,Request_Type,Protocol,Payload_Size,User_Agent,Status,Intrusion,Scan_Type
192.168.207.110,141.173.6.228,21,Telnet,UDP,1194,curl/7.68.0,Success,0,Normal
192.168.86.43,212.157.186.246,25,SMTP,UDP,1433,curl/7.68.0,Success,0,Normal
216.181.134.4,196.57.79.154,4444,HTTPS,UDP,4162,python-requests/2.25.1,Failure,1,BotAttack
192.168.206.147,197.204.70.131,21,Telnet,ICMP,1761,Wget/1.20.3,Success,0,Normal
192.168.0.205,148.14.19.13,80,HTTP,UDP,1089,Nikto/2.1.6,Success,0,Normal
78.199.98.120,81.103.207.36,6667,FTP,UDP,3997,Mozilla/5.0,Failure,1,BotAttack
192.168.249.228,86.113.42.189,25,Telnet,TCP,1870,curl/7.68.0,Success,0,Normal
192.168.44.191,157.208.38.85,53,HTTP,TCP,1143,python-requests/2.25.1,Success,0,Normal
192.168.81.99,145.0.53.50,443,FTP,TCP,2687,python-requests/2.25.1,Success,0,Normal
192.168.55.65,88.236.42.41,53,SMTP,ICMP,1828,Mozilla/5.0,Success,0,Normal
192.168.15.170,183.22.159.112,21,SMTP,UDP,2737,Wget/1.20.3,Success,0,Normal
192.168.9.50,223.114.250.20,21,DNS,TCP,933,nmap/7.80,Success,0,Normal
33.5.52.172,201.79.189.99,135,FTP,ICMP,824,Mozilla/5.0,Failure,1,BotAttack
192.168.33.67,161.162.42.224,21,SMTP,UDP,2541,python-requests/2.25.1,Failure,0,Normal
192.168.81.172,88.213.118.21,53,SMTP,UDP,2331,python-requests/2.25.1,Failure,0,Normal
192.168.159.135,69.58.21.40,21,HTTP,UDP,1898,Mozilla/5.0,Success,0,Normal
192.168.55.111,60.82.175.10,22,SSH,TCP,1851,Nikto/2.1.6,Success,0,Normal
192.168.142.253,128.54.165.233,21,SMTP,TCP,1679,curl/7.68.0,Success,0,Normal
192.168.254.92,148.45.234.202,443,Telnet,TCP,1727,Mozilla/5.0,Success,0,Normal
192.168.219.127,184.16.114.10,25,DNS,ICMP,2756,python-requests/2.25.1,Success,0,Normal
192.168.221.126,215.253.228.130,443,HTTPS,TCP,2672,curl/7.68.0,Success,0,Normal
192.168.40.253,195.232.195.191,25,FTP,ICMP,805,curl/7.68.0,Success,0,Normal
192.168.84.245,190.166.48.33,21,FTP,UDP,1570,Mozilla/5.0,Success,0,Normal
192.168.69.72,159.121.92.11,443,HTTP,TCP,2604,python-requests/2.25.1,Success,0,Normal
192.168.86.94,222.210.228.157,22,HTTPS,UDP,2331,nmap/7.80,Success,0,Normal
192.168.249.21,163.216.233.129,80,HTTP,TCP,2869,curl/7.68.0,Success,0,Normal
192.168.212.75,135.239.152.48,443,SSH,TCP,500,Mozilla/5.0,Success,0,Normal
192.168.114.191,139.248.27.24,443,DNS,ICMP,2292,Wget/1.20.3,Success,0,Normal
192.168.222.109,101.148.7.181,80,DNS,TCP,2364,curl/7.68.0,Success,0,Normal
192.168.187.24,169.62.226.179,53,HTTPS,TCP,1141,Wget/1.20.3,Success,0,Normal
192.168.110.115,192.85.162.141,443,FTP,ICMP,1098,Wget/1.20.3,Success,0,Normal
192.168.143.153,164.192.144.86,25,HTTPS,ICMP,1398,python-requests/2.25.1,Success,0,Normal
192.168.239.77,43.39.178.194,53,SMTP,UDP,2277,Mozilla/5.0,Success,0,Normal
192.168.61.134,195.22.154.249,53,SMTP,ICMP,1231,nmap/7.80,Success,0,Normal
192.168.115.36,140.193.121.12,22,Telnet,UDP,1103,Mozilla/5.0,Success,0,Normal
192.168.171.88,193.87.2.237,443,Telnet,TCP,1310,Nikto/2.1.6,Success,0,Normal
192.168.177.17,105.26.131.104,53,HTTP,UDP,2029,Wget/1.20.3,Success,0,Normal
192.168.85.138,124.169.141.46,80,SMTP,TCP,2712,Nikto/2.1.6,Success,0,Normal
192.168.43.152,43.134.148.25,53,SMTP,ICMP,1429,Nikto/2.1.6,Success,0,Normal
192.168.240.53,177.226.222.200,22,HTTPS,TCP,2345,curl/7.68.0,Success,0,Normal
192.168.197.158,129.109.92.113,53,FTP,UDP,2007,python-requests/2.25.1,Success,0,Normal
192.168.46.148,175.231.46.161,443,FTP,ICMP,2620,nmap/7.80,Success,0,Normal
192.168.156.146,211.52.209.162,22,HTTPS,UDP,304,nmap/7.80,Success,0,Normal
192.168.111.222,173.17.253.83,22,HTTPS,UDP,1150,curl/7.68.0,Success,0,Normal
192.168.13.158,99.15.122.145,22,HTTPS,TCP,456,curl/7.68.0,Success,0,Normal
192.168.57.24,182.53.24.39,21,SMTP,UDP,828,nmap/7.80,Success,0,Normal
192.168.13.189,59.253.89.167,21,FTP,TCP,2500,nmap/7.80,Success,0,Normal
192.168.184.178,222.127.133.126,80,HTTP,TCP,2106,Nikto/2.1.6,Success,0,Normal
192.168.224.21,199.106.113.145,53,Telnet,ICMP,1384,python-requests/2.25.1,Success,0,Normal
192.168.190.107,158.167.250.79,22,SMTP,TCP,1648,nmap/7.80,Success,0,Normal
95.139.88.51,57.86.127.223,6667,HTTP,TCP,2652,Mozilla/5.0,Failure,1,BotAttack
192.168.204.125,108.110.231.46,80,SSH,TCP,2164,curl/7.68.0,Success,0,Normal
192.168.106.27,173.28.213.152,25,HTTPS,TCP,2131,curl/7.68.0,Success,0,Normal
192.168.72.210,206.140.139.147,443,Telnet,ICMP,2295,curl/7.68.0,Success,0,Normal
192.168.58.46,58.200.88.237,21,HTTPS,TCP,2928,Mozilla/5.0,Success,0,Normal
192.168.163.40,78.27.47.40,53,Telnet,TCP,1556,nmap/7.80,Success,0,Normal
192.168.172.140,42.50.237.251,22,DNS,TCP,358,Wget/1.20.3,Success,0,Normal
190.68.147.22,212.174.152.111,23,Telnet,ICMP,120,Mozilla/5.0,Failure,1,PortScan
192.168.249.116,222.47.133.214,80,FTP,TCP,2543,Wget/1.20.3,Success,0,Normal
192.168.214.248,169.158.225.74,25,SMTP,TCP,2409,Wget/1.20.3,Success,0,Normal
192.168.194.145,177.161.5.191,22,HTTPS,TCP,2034,curl/7.68.0,Success,0,Normal
192.168.247.232,223.45.121.92,22,HTTPS,ICMP,2180,curl/7.68.0,Success,0,Normal
192.168.120.26,66.175.114.132,443,DNS,UDP,1501,Mozilla/5.0,Success,0,Normal
78.199.98.120,20.9.92.161,4444,HTTPS,TCP,3195,curl/7.68.0,Success,1,BotAttack
192.168.10.34,21.222.61.82,21,Telnet,ICMP,878,Wget/1.20.3,Success,0,Normal
192.168.46.225,217.203.214.1,443,Telnet,ICMP,705,curl/7.68.0,Success,0,Normal
192.168.107.184,179.150.173.205,25,HTTPS,UDP,1281,Nikto/2.1.6,Success,0,Normal
192.168.141.115,144.119.227.96,25,SSH,TCP,2800,Wget/1.20.3,Success,0,Normal
192.168.28.161,152.237.158.172,80,SSH,UDP,1081,curl/7.68.0,Success,0,Normal
154.113.2.100,43.132.223.26,4444,SSH,TCP,4153,Nikto/2.1.6,Failure,1,BotAttack
192.168.235.215,31.5.216.1,22,HTTP,TCP,2861,Mozilla/5.0,Success,0,Normal
192.168.74.9,72.159.147.150,21,Telnet,UDP,2312,python-requests/2.25.1,Success,0,Normal
192.168.250.25,202.222.154.34,53,SSH,ICMP,1355,Nikto/2.1.6,Success,0,Normal
192.168.148.46,194.184.199.9,21,SMTP,TCP,2453,Nikto/2.1.6,Success,0,Normal
192.168.78.37,76.107.163.59,80,Telnet,TCP,2799,nmap/7.80,Success,0,Normal
33.5.52.172,151.203.70.36,135,Telnet,TCP,4834,curl/7.68.0,Failure,1,BotAttack
192.168.217.143,96.98.53.137,80,HTTPS,ICMP,1362,Nikto/2.1.6,Success,0,Normal
192.168.255.106,81.222.89.37,22,FTP,ICMP,2268,Mozilla/5.0,Success,0,Normal
192.168.117.98,35.201.125.195,22,DNS,UDP,332,python-requests/2.25.1,Success,0,Normal
192.168.172.196,152.24.110.198,21,HTTP,UDP,1446,Mozilla/5.0,Success,0,Normal
192.168.213.101,215.13.42.235,21,SMTP,TCP,362,Nikto/2.1.6,Success,0,Normal
192.168.57.91,151.1.40.137,53,SMTP,TCP,1159,python-requests/2.25.1,Success,0,Normal
192.168.142.208,206.65.240.136,25,SMTP,TCP,1931,curl/7.68.0,Success,0,Normal
192.168.54.88,109.99.42.249,25,SSH,UDP,2787,curl/7.68.0,Success,0,Normal
192.168.121.110,177.246.237.244,22,HTTPS,ICMP,2909,Wget/1.20.3,Success,0,Normal
192.168.122.131,212.42.197.83,443,SSH,ICMP,2327,Nikto/2.1.6,Success,0,Normal
192.168.31.132,72.95.238.7,443,FTP,UDP,2116,python-requests/2.25.1,Success,0,Normal
192.168.197.114,168.232.36.126,22,DNS,ICMP,302,Nikto/2.1.6,Success,0,Normal
192.168.118.58,179.174.12.229,80,DNS,UDP,2723,Wget/1.20.3,Success,0,Normal
192.168.206.95,21.217.177.120,22,DNS,UDP,2198,Mozilla/5.0,Success,0,Normal
192.168.72.105,34.13.0.93,22,SMTP,ICMP,1597,nmap/7.80,Success,0,Normal
197.134.233.238,36.55.116.168,8080,SMTP,ICMP,3234,Nikto/2.1.6,Failure,1,BotAttack
192.168.32.168,155.160.155.78,22,DNS,TCP,2393,curl/7.68.0,Success,0,Normal
192.168.225.90,59.205.49.61,80,SSH,TCP,1355,Wget/1.20.3,Failure,0,Normal
192.168.141.131,187.101.18.115,22,FTP,ICMP,408,curl/7.68.0,Failure,0,Normal
192.168.120.119,139.64.168.253,80,SSH,TCP,1127,python-requests/2.25.1,Success,0,Normal
192.168.44.243,164.69.28.94,80,FTP,UDP,2799,python-requests/2.25.1,Success,0,Normal
192.168.47.48,207.92.234.88,21,HTTPS,UDP,1981,Nikto/2.1.6,Success,0,Normal
192.168.237.146,48.80.90.208,443,Telnet,ICMP,1255,curl/7.68.0,Success,0,Normal
192.168.40.162,160.147.46.203,53,SMTP,TCP,2871,nmap/7.80,Success,0,Normal
192.168.80.52,189.205.207.116,443,Telnet,TCP,606,nmap/7.80,Success,0,Normal
192.168.105.36,151.133.172.65,80,Telnet,TCP,2321,Nikto/2.1.6,Success,0,Normal
192.168.213.199,184.222.21.153,443,SSH,UDP,739,curl/7.68.0,Success,0,Normal
192.168.51.24,76.252.243.173,22,SMTP,UDP,2384,nmap/7.80,Success,0,Normal
192.168.75.170,136.246.10.237,53,HTTPS,UDP,1811,Mozilla/5.0,Failure,0,Normal
192.168.167.119,44.0.225.174,25,Telnet,TCP,1403,python-requests/2.25.1,Success,0,Normal
192.168.90.202,67.231.241.129,53,SSH,ICMP,273,python-requests/2.25.1,Success,0,Normal
192.168.106.202,163.90.0.155,22,HTTP,ICMP,424,nmap/7.80,Success,0,Normal
192.168.74.142,213.155.233.135,443,SMTP,TCP,638,Nikto/2.1.6,Success,0,Normal
192.168.161.178,170.203.186.46,22,SMTP,ICMP,1923,python-requests/2.25.1,Success,0,Normal
192.168.172.32,73.130.125.140,21,SMTP,ICMP,2292,nmap/7.80,Success,0,Normal
192.168.66.116,217.8.16.191,443,SSH,ICMP,416,curl/7.68.0,Success,0,Normal
192.168.120.104,185.120.31.252,25,HTTP,UDP,1030,Mozilla/5.0,Success,0,Normal
161.77.134.239,156.86.206.244,8080,FTP,UDP,2447,Wget/1.20.3,Failure,1,BotAttack
192.168.166.10,204.22.130.90,53,Telnet,UDP,2308,Wget/1.20.3,Success,0,Normal
192.168.182.181,54.170.61.158,80,DNS,ICMP,2203,Wget/1.20.3,Success,0,Normal
17.229.125.47,80.26.121.143,4444,HTTP,ICMP,87,python-requests/2.25.1,Failure,1,PortScan
192.168.159.54,133.134.72.251,80,DNS,ICMP,442,nmap/7.80,Success,0,Normal
192.168.61.144,62.150.41.82,25,SSH,TCP,1020,curl/7.68.0,Success,0,Normal
192.168.195.249,73.35.149.45,25,HTTP,UDP,1365,curl/7.68.0,Success,0,Normal
192.168.73.109,32.192.49.125,21,FTP,ICMP,2841,Wget/1.20.3,Success,0,Normal
192.168.214.143,220.126.79.112,22,SSH,UDP,815,Mozilla/5.0,Success,0,Normal
192.168.74.234,23.147.194.20,80,SMTP,UDP,1993,python-requests/2.25.1,Success,0,Normal
192.168.125.250,119.104.22.12,22,HTTP,UDP,1508,nmap/7.80,Success,0,Normal
192.168.203.4,213.252.88.23,80,HTTPS,UDP,2399,python-requests/2.25.1,Failure,0,Normal
192.168.232.244,6.128.230.209,80,HTTP,TCP,1307,Wget/1.20.3,Success,0,Normal
201.232.85.16,85.46.97.141,135,DNS,TCP,41,nmap/7.80,Failure,1,PortScan
192.168.63.7,209.161.245.3,22,FTP,TCP,2236,Wget/1.20.3,Success,0,Normal
192.168.113.155,51.85.145.231,25,DNS,ICMP,2523,python-requests/2.25.1,Success,0,Normal
192.168.97.233,218.39.181.163,25,Telnet,UDP,2766,curl/7.68.0,Success,0,Normal
192.168.67.75,140.26.238.156,80,HTTP,ICMP,1898,python-requests/2.25.1,Success,0,Normal
192.168.120.240,199.92.64.46,80,HTTPS,UDP,917,curl/7.68.0,Success,0,Normal
192.168.126.139,223.184.220.117,25,SSH,ICMP,2237,python-requests/2.25.1,Success,0,Normal
192.168.150.78,97.68.25.55,22,SMTP,UDP,2257,Mozilla/5.0,Success,0,Normal
192.168.192.123,117.104.40.83,21,HTTP,TCP,1537,Wget/1.20.3,Success,0,Normal
192.168.47.49,198.141.96.132,21,SMTP,UDP,2873,curl/7.68.0,Success,0,Normal
192.168.222.46,211.107.206.196,53,Telnet,TCP,1444,python-requests/2.25.1,Success,0,Normal
192.168.122.254,222.208.206.201,53,HTTP,UDP,1319,Nikto/2.1.6,Success,0,Normal
192.168.115.24,192.214.114.156,25,SMTP,UDP,539,python-requests/2.25.1,Success,0,Normal
192.168.133.142,187.4.155.222,22,FTP,TCP,541,python-requests/2.25.1,Success,0,Normal
192.168.140.159,103.183.176.195,53,HTTP,ICMP,2328,python-requests/2.25.1,Success,0,Normal
192.168.164.215,154.37.76.94,21,SMTP,UDP,2095,curl/7.68.0,Success,0,Normal
192.168.202.151,158.107.135.237,443,FTP,TCP,1373,Wget/1.20.3,Success,0,Normal
165.13.3.22,85.165.232.61,31337,SMTP,TCP,76,python-requests/2.25.1,Failure,1,PortScan
192.168.26.76,94.25.160.208,80,HTTP,TCP,1717,Wget/1.20.3,Success,0,Normal
192.168.220.220,188.151.102.48,21,Telnet,ICMP,1906,Wget/1.20.3,Success,0,Normal
192.168.148.176,194.67.52.242,25,Telnet,UDP,2862,curl/7.68.0,Failure,0,Normal
192.168.255.31,157.82.69.207,22,FTP,TCP,1032,Wget/1.20.3,Success,0,Normal
192.168.71.72,162.163.154.55,80,SSH,ICMP,2842,Wget/1.20.3,Success,0,Normal
192.168.37.90,213.42.96.240,53,DNS,UDP,453,Wget/1.20.3,Success,0,Normal
192.168.68.212,2.100.59.116,443,HTTPS,ICMP,1030,Wget/1.20.3,Success,0,Normal
210.104.23.187,171.121.187.228,4444,HTTPS,UDP,117,Nikto/2.1.6,Failure,1,PortScan
192.168.127.247,192.242.152.71,25,SMTP,TCP,372,Mozilla/5.0,Success,0,Normal
192.168.65.206,213.245.111.154,21,Telnet,ICMP,1298,Mozilla/5.0,Success,0,Normal
192.168.37.127,146.178.123.250,22,FTP,TCP,732,python-requests/2.25.1,Success,0,Normal
190.68.147.22,206.69.144.244,31337,Telnet,UDP,136,python-requests/2.25.1,Failure,1,PortScan
192.233.64.172,215.75.25.211,31337,FTP,ICMP,3808,Mozilla/5.0,Success,1,BotAttack
192.168.64.37,196.173.133.182,22,DNS,UDP,416,Nikto/2.1.6,Success,0,Normal
192.168.138.221,140.112.69.158,53,HTTP,TCP,1901,Mozilla/5.0,Success,0,Normal
197.134.233.238,69.75.122.19,31337,Telnet,ICMP,3106,curl/7.68.0,Failure,1,BotAttack
192.168.205.66,99.191.82.131,25,FTP,UDP,534,Nikto/2.1.6,Failure,0,Normal
192.168.152.140,202.89.56.195,53,HTTP,ICMP,2893,curl/7.68.0,Success,0,Normal
192.168.155.61,182.145.39.12,80,SSH,UDP,1453,Nikto/2.1.6,Success,0,Normal
192.168.202.108,68.58.239.66,443,HTTP,UDP,1915,nmap/7.80,Success,0,Normal
192.168.114.211,44.231.117.97,21,SMTP,UDP,1665,python-requests/2.25.1,Success,0,Normal
192.168.57.183,186.222.188.159,21,DNS,UDP,2425,curl/7.68.0,Success,0,Normal
192.168.142.83,216.77.48.250,21,Telnet,TCP,1873,python-requests/2.25.1,Success,0,Normal
192.168.113.12,11.13.35.161,53,SSH,UDP,2328,Mozilla/5.0,Success,0,Normal
192.168.70.160,166.166.79.110,25,SMTP,UDP,1856,curl/7.68.0,Success,0,Normal
192.168.75.236,208.63.210.165,25,SSH,ICMP,1126,python-requests/2.25.1,Success,0,Normal
17.229.125.47,44.168.175.245,31337,HTTPS,UDP,186,curl/7.68.0,Failure,1,PortScan
192.168.182.238,206.186.133.60,25,FTP,ICMP,1760,curl/7.68.0,Success,0,Normal
192.168.202.249,190.124.193.2,21,Telnet,ICMP,1122,Nikto/2.1.6,Success,0,Normal
192.168.4.221,159.27.80.145,22,Telnet,ICMP,2768,curl/7.68.0,Success,0,Normal
192.168.180.88,17.216.60.179,21,FTP,ICMP,2808,nmap/7.80,Success,0,Normal
33.5.52.172,205.64.170.115,31337,HTTPS,UDP,1676,nmap/7.80,Failure,1,BotAttack
192.168.92.172,59.121.177.55,21,SMTP,TCP,543,Wget/1.20.3,Success,0,Normal
192.168.228.129,22.214.247.169,22,HTTPS,ICMP,730,Nikto/2.1.6,Success,0,Normal
192.168.195.155,139.61.203.38,22,SSH,ICMP,2747,curl/7.68.0,Success,0,Normal
192.168.213.35,64.40.226.18,80,HTTPS,UDP,1902,nmap/7.80,Success,0,Normal
192.168.83.22,196.169.42.102,22,SSH,TCP,1553,Nikto/2.1.6,Success,0,Normal
192.168.77.254,123.125.78.137,443,HTTP,TCP,333,Wget/1.20.3,Success,0,Normal
192.168.193.244,217.238.250.35,443,SMTP,TCP,2356,Mozilla/5.0,Success,0,Normal
33.5.52.172,206.24.187.99,4444,Telnet,UDP,4657,python-requests/2.25.1,Failure,1,BotAttack
192.168.224.42,210.171.67.42,21,SSH,TCP,223,Nikto/2.1.6,Success,0,Normal
192.168.95.20,197.216.70.25,25,SMTP,TCP,577,curl/7.68.0,Success,0,Normal
192.168.235.58,192.130.139.214,443,FTP,TCP,747,curl/7.68.0,Success,0,Normal
192.168.114.116,160.110.119.58,80,SSH,UDP,1139,Nikto/2.1.6,Success,0,Normal
192.168.15.46,38.213.69.76,22,HTTP,UDP,463,Wget/1.20.3,Success,0,Normal
192.168.245.213,57.214.6.184,25,FTP,UDP,1534,Wget/1.20.3,Success,0,Normal
192.168.15.202,214.188.33.113,21,HTTPS,ICMP,2990,Wget/1.20.3,Success,0,Normal
192.168.185.24,114.66.188.66,443,SSH,UDP,2932,curl/7.68.0,Success,0,Normal
192.168.119.170,20.97.96.182,53,FTP,UDP,472,Wget/1.20.3,Success,0,Normal
192.168.169.61,196.56.180.0,80,HTTP,TCP,652,Nikto/2.1.6,Success,0,Normal
192.168.155.165,34.130.25.218,443,SMTP,TCP,917,curl/7.68.0,Success,0,Normal
53.39.165.18,171.96.220.162,23,SSH,UDP,3650,Wget/1.20.3,Failure,1,BotAttack
214.63.186.119,135.243.246.7,31337,SSH,TCP,4720,Mozilla/5.0,Failure,1,BotAttack
210.104.23.187,221.61.210.129,135,SMTP,TCP,49,Mozilla/5.0,Failure,1,PortScan
192.168.171.142,132.242.234.162,53,HTTP,UDP,2605,Nikto/2.1.6,Success,0,Normal
214.63.186.119,165.219.217.148,4444,SMTP,UDP,1799,curl/7.68.0,Failure,1,BotAttack
192.168.227.34,177.145.64.93,22,HTTP,UDP,1300,Mozilla/5.0,Success,0,Normal
192.168.156.168,12.138.167.139,21,HTTPS,TCP,1096,Wget/1.20.3,Success,0,Normal
214.63.186.119,178.217.8.166,8080,DNS,TCP,1818,Nikto/2.1.6,Failure,1,BotAttack
205.176.120.255,163.183.72.107,6667,SSH,ICMP,162,Nikto/2.1.6,Failure,1,PortScan
192.168.37.205,183.179.112.77,80,Telnet,TCP,1708,Nikto/2.1.6,Success,0,Normal
192.168.129.208,211.171.115.159,53,SMTP,TCP,2713,Nikto/2.1.6,Success,0,Normal
192.168.90.26,212.103.155.235,21,SMTP,TCP,756,Mozilla/5.0,Success,0,Normal
192.168.2.71,111.95.131.150,25,HTTP,UDP,1482,curl/7.68.0,Success,0,Normal
192.168.187.139,26.145.182.79,21,SMTP,TCP,2437,Nikto/2.1.6,Success,0,Normal
192.168.25.34,57.211.245.186,25,Telnet,UDP,747,Wget/1.20.3,Success,0,Normal
192.168.214.151,59.204.237.253,21,Telnet,ICMP,2882,curl/7.68.0,Success,0,Normal
192.168.228.92,62.6.179.223,80,FTP,ICMP,2574,python-requests/2.25.1,Success,0,Normal
192.168.102.48,59.163.233.20,21,SSH,UDP,372,nmap/7.80,Success,0,Normal
192.168.53.51,89.228.108.223,22,HTTP,UDP,2177,Nikto/2.1.6,Success,0,Normal
192.168.106.252,51.225.242.127,80,Telnet,ICMP,2373,Nikto/2.1.6,Success,0,Normal
192.168.152.41,211.90.161.214,22,SMTP,UDP,2663,python-requests/2.25.1,Success,0,Normal
192.168.248.243,37.223.75.53,22,HTTP,TCP,1932,Nikto/2.1.6,Success,0,Normal
192.168.200.113,54.201.79.129,22,HTTPS,ICMP,2232,Nikto/2.1.6,Success,0,Normal
192.168.24.182,215.128.60.177,22,SMTP,TCP,626,nmap/7.80,Success,0,Normal
192.168.87.38,130.130.186.1,22,HTTP,TCP,2250,nmap/7.80,Success,0,Normal
192.168.141.236,94.144.7.24,53,DNS,ICMP,2541,nmap/7.80,Success,0,Normal
165.13.3.22,63.119.227.11,6667,HTTP,UDP,167,curl/7.68.0,Failure,1,PortScan
192.168.137.40,75.190.81.4,21,DNS,TCP,448,Nikto/2.1.6,Success,0,Normal
192.168.204.68,144.153.204.66,21,FTP,TCP,734,nmap/7.80,Success,0,Normal
192.168.112.173,167.15.211.178,443,SSH,TCP,2184,Wget/1.20.3,Success,0,Normal
192.168.41.129,126.93.46.254,80,Telnet,TCP,2989,Mozilla/5.0,Success,0,Normal
192.168.44.96,6.173.216.200,80,SMTP,TCP,2119,nmap/7.80,Success,0,Normal
95.139.88.51,217.200.10.189,31337,HTTP,ICMP,859,curl/7.68.0,Failure,1,BotAttack
192.168.36.18,201.193.60.28,21,FTP,UDP,1664,Mozilla/5.0,Success,0,Normal
192.168.11.198,68.11.252.119,21,SMTP,TCP,2449,curl/7.68.0,Success,0,Normal
154.113.2.100,205.9.87.23,8080,HTTPS,ICMP,1020,curl/7.68.0,Success,1,BotAttack
192.168.172.18,193.30.58.147,80,FTP,UDP,2421,Wget/1.20.3,Success,0,Normal
192.168.149.237,223.140.108.8,25,Telnet,TCP,436,nmap/7.80,Success,0,Normal
192.168.146.84,42.155.237.242,21,Telnet,UDP,1528,Nikto/2.1.6,Success,0,Normal
192.168.192.53,192.244.15.101,25,HTTP,ICMP,2649,curl/7.68.0,Failure,0,Normal
192.168.178.249,146.16.136.49,25,HTTP,ICMP,2845,nmap/7.80,Success,0,Normal
192.168.16.17,221.91.166.166,21,SMTP,ICMP,1343,Nikto/2.1.6,Success,0,Normal
192.168.72.13,58.24.76.143,53,SMTP,TCP,524,nmap/7.80,Success,0,Normal
192.168.251.115,214.180.129.185,443,HTTP,TCP,1856,python-requests/2.25.1,Success,0,Normal
192.168.33.49,154.76.149.166,21,HTTP,UDP,932,Mozilla/5.0,Success,0,Normal
192.168.163.47,221.253.186.249,21,FTP,UDP,2152,python-requests/2.25.1,Success,0,Normal
192.168.101.208,105.104.230.114,21,SMTP,TCP,2361,Mozilla/5.0,Success,0,Normal
192.168.245.86,45.73.102.211,53,FTP,ICMP,2332,nmap/7.80,Success,0,Normal
78.199.98.120,207.239.186.80,135,Telnet,UDP,3275,curl/7.68.0,Failure,1,BotAttack
192.168.218.76,174.173.106.8,80,HTTP,ICMP,384,nmap/7.80,Success,0,Normal
192.168.211.247,167.248.132.221,443,Telnet,UDP,2664,Nikto/2.1.6,Success,0,Normal
192.168.202.35,195.22.207.148,80,SSH,UDP,1273,curl/7.68.0,Success,0,Normal
192.168.251.211,199.41.234.232,21,HTTP,ICMP,2858,Mozilla/5.0,Success,0,Normal
192.168.194.99,198.228.255.105,53,Telnet,TCP,923,Wget/1.20.3,Success,0,Normal
192.168.110.102,142.2.20.57,25,SSH,ICMP,527,nmap/7.80,Failure,0,Normal
192.168.146.229,48.157.247.163,80,DNS,UDP,2503,curl/7.68.0,Failure,0,Normal
216.181.134.4,160.205.249.43,23,DNS,UDP,2745,Wget/1.20.3,Success,1,BotAttack
192.168.15.202,25.180.157.197,80,SSH,TCP,539,python-requests/2.25.1,Success,0,Normal
192.168.117.195,183.203.230.128,53,SMTP,ICMP,2049,Wget/1.20.3,Success,0,Normal
192.168.6.2,193.243.149.113,80,FTP,UDP,2526,python-requests/2.25.1,Success,0,Normal
192.168.12.178,166.168.203.138,21,HTTPS,ICMP,669,Mozilla/5.0,Success,0,Normal
192.168.5.171,123.92.193.139,25,FTP,TCP,1135,Nikto/2.1.6,Success,0,Normal
192.168.249.80,188.187.162.172,22,FTP,TCP,2857,nmap/7.80,Success,0,Normal
192.168.109.47,193.42.15.195,22,Telnet,UDP,1373,python-requests/2.25.1,Success,0,Normal
53.39.165.18,140.111.79.217,6667,Telnet,UDP,2779,Mozilla/5.0,Failure,1,BotAttack
192.168.248.201,122.194.212.175,25,SSH,TCP,1729,curl/7.68.0,Failure,0,Normal
192.168.181.32,152.189.131.170,80,SMTP,TCP,2038,Nikto/2.1.6,Success,0,Normal
201.232.85.16,191.122.230.255,135,FTP,ICMP,28,Mozilla/5.0,Failure,1,PortScan
192.168.191.30,124.107.71.23,25,SSH,ICMP,412,Nikto/2.1.6,Success,0,Normal
192.168.98.38,148.88.67.19,80,DNS,TCP,1257,Mozilla/5.0,Success,0,Normal
210.104.23.187,74.55.26.225,8080,DNS,UDP,187,Mozilla/5.0,Failure,1,PortScan
192.168.5.199,154.226.148.254,80,SSH,ICMP,2061,python-requests/2.25.1,Success,0,Normal
192.168.192.154,196.112.249.27,21,Telnet,UDP,921,Nikto/2.1.6,Success,0,Normal
17.229.125.47,197.197.90.14,6667,SMTP,ICMP,21,Nikto/2.1.6,Failure,1,PortScan
192.168.214.244,216.98.253.162,53,Telnet,TCP,1119,Nikto/2.1.6,Success,0,Normal
192.168.227.239,75.163.6.84,22,DNS,UDP,1643,python-requests/2.25.1,Success,0,Normal
192.168.84.18,217.24.32.121,25,HTTPS,UDP,1229,Nikto/2.1.6,Failure,0,Normal
192.168.114.82,80.45.69.57,53,SSH,ICMP,558,Mozilla/5.0,Success,0,Normal
192.168.244.232,175.248.251.49,443,HTTPS,TCP,1582,Mozilla/5.0,Success,0,Normal
192.168.196.158,192.56.144.249,443,HTTP,UDP,1507,curl/7.68.0,Success,0,Normal
192.168.15.174,209.203.211.136,80,HTTPS,UDP,2727,nmap/7.80,Success,0,Normal
192.168.167.179,146.239.175.2,443,HTTPS,UDP,2524,Nikto/2.1.6,Success,0,Normal
192.168.96.21,167.87.175.168,22,FTP,ICMP,865,Nikto/2.1.6,Success,0,Normal
197.134.233.238,143.4.159.155,6667,HTTP,TCP,3392,Nikto/2.1.6,Failure,1,BotAttack
192.168.4.164,219.242.121.241,53,SMTP,UDP,883,curl/7.68.0,Failure,0,Normal
192.168.197.21,216.112.57.11,443,SMTP,ICMP,931,nmap/7.80,Success,0,Normal
192.168.207.165,213.87.236.104,80,SSH,UDP,878,Wget/1.20.3,Success,0,Normal
192.168.28.59,200.200.133.123,21,SMTP,TCP,1296,python-requests/2.25.1,Success,0,Normal
